cnpj,uf,municipio,razao_social,nome_fantasia,porte,cnae_fiscal_descricao,data_inicio_atividade
13625629000179,BA,IPIRA,AUTO POSTO SAO JOAO LTDA,POSTO SAO JOAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1973-01-03
883436000176,BA,SALVADOR,ESR COMERCIO DE COMBUSTIVEIS E SERVICOS EIRELI,POSTO VASCO DA GAMA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1995-10-16
11170833000117,BA,SALVADOR,POSTO GARIBALDI REVENDEDORA DE COMBUSTIVEIS E LUBRIFICANTES LTDA,POSTO GARIBALDI,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2009-09-09
9172184000303,BA,LAJEDINHO,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,POSTO JK,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-09-18
34276766000115,BA,SALVADOR,HIPER POSTO CAMINHO DAS ARVORES LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1990-08-28
30713765000130,BA,SAO DOMINGOS,LARA COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO EIRELI,POSTO UNIAO,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2018-06-15
1855960000104,BA,SALVADOR,MEGA POSTO BERIMBAU LTDA,MEGA POSTO BERIMBAU,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1997-03-19
9149936000315,BA,SALVADOR,MP COMERCIO DE COMBUSTIVEIS LTDA,POSTO ITAICE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2007-10-30
16785879000164,BA,ITABERABA,SANTA EUDOXIA COMERCIO DE COMBUSTIVEIS LTDA,POSTO PUMA,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2012-08-31
34028316848005,BA,SALVADOR,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,AC SHOPPING PARALELA,DEMAIS,Atividades do Correio Nacional,2009-04-24
8739223000187,BA,LAURO DE FREITAS,JA DERIVADOS DE PETROLEO LTDA,POSTO DAS MANGUEIRAS,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2007-01-23
34310961000114,BA,SALVADOR,M DE AGUIAR COM DE COMBUSTIVEIS E DER DE PETROLEO LTDA,POSTO MACRO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1990-10-18
28574789000103,BA,SANTO ANTONIO DE JESUS,POLO COMERCIO DE COMBUSTIVEIS LTDA,POSTO POLO,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2017-09-04
645514000102,BA,SALVADOR,POSTO CHAME-CHAME COMERCIO E SERVICOS DE COMBUSTIVEIS LTDA,POSTO CHAME CHAME,DEMAIS,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,1995-05-29
187214000461,BA,LAURO DE FREITAS,POSTO DE COMBUSTIVEIS JAGUARIBE LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-09-30
15151046001231,BA,SALVADOR,POSTO KALILANDIA LTDA,POSTO SHELL PARALELA II,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2003-10-24
15847874000156,BA,SALVADOR,SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA,POSTO BOA VIAGEM,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1971-04-27
14486153001410,BA,SALVADOR,TREVO DERIVADOS DE PETROLEO LTDA,POSTO TREVO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2008-10-31
216623000104,BA,SALVADOR,WALTER TANNUS FREITAS,W L POSTO CENTENARIO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1994-09-29
97430284000350,BA,SALVADOR,YANSA-COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1997-04-24
13962913000130,BA,SALVADOR,E.C. ANDRADE SERVICOS DE REFRIGERACAO,ABEC REFRIGERACAO,MICRO EMPRESA,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,2011-07-15
4800662000105,BA,SALVADOR,HT LOGISTICA LTDA,,EMPRESA DE PEQUENO PORTE,Atividades de franqueadas do Correio Nacional,2001-12-10
13799101000701,BA,SALVADOR,J A SOBRAL & CIA LTDA,POSTO SAO GONCALO 8,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-09-22
4681824000125,BA,FEIRA DE SANTANA,J M C DERIVADOS DE PETROLEO LTDA,,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2001-09-24
23642519000179,BA,LAURO DE FREITAS,MDW COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,POSTO GUARANY,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2015-11-11
8214213000390,BA,FEIRA DE SANTANA,MEGA DERIVADOS DE PETROLEO LTDA,MEGA POSTO 2,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2006-12-20
13606587000129,BA,RETIROLANDIA,POSTO DE COMBUSTIVEIS TANIA LTDA,POSTO TANIA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1985-07-12
15151046000260,BA,FEIRA DE SANTANA,POSTO KALILANDIA LTDA,POSTO MUCHILLA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2002-03-27
20612233000152,BA,SALVADOR,WF3 COMERCIO DE COMBUSTIVEIS LTDA,WF3,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-07-10
11322064000800,BA,SALVADOR,SOBRAL & FILHOS COMERCIO DE COMBUSTIVEIS LTDA,POSTO TROBOGY,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2017-05-10
13622287000133,BA,BAIXA GRANDE,L.M.S. COMERCIO DE COMBUSTIVEIS LTDA,AUTO POSTO BRASIL,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,1970-12-31
20051401000188,BA,ANDARAI,AUTO POSTO IBIRAPITANGA - COMERCIO DE DERIVADOS DE PETROLEO LTDA,AUTO POSTO IBIRAPITANGA,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2014-04-09
2038025000614,BA,FEIRA DE SANTANA,AUTO POSTO ITATIAIA LTDA,POSTO FRAGA MAIA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2010-12-02
40511529000518,BA,SALVADOR,"GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA",POSTO BARROS REIS,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1998-12-04
5217384001194,DF,BRASILIA,H PLUS ADMINISTRACAO E HOTELARIA LTDA,HOTEL VISION HPLUS EXPRESS+,DEMAIS,Apart-hotéis,2012-07-09
26220463000152,BA,SIMOES FILHO,ITAPAGIPE COMERCIO DE COMBUSTIVEIS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2016-09-22
6334832000392,BA,IBICOARA,M.E.D. COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,POSTO CASCAVEL 1,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2010-11-12
15151046001070,BA,FEIRA DE SANTANA,POSTO KALILANDIA LTDA,POSTO VISAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2003-10-24
13587164000109,BA,FEIRA DE SANTANA,SANTO ANTONIO PRODUTOS DERIVADOS DE PETROLEO LTDA,POSTO RADIAL,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-05-03
4929863000107,BA,FEIRA DE SANTANA,VISCONDE DERIVADOS DE PETROLEO LTDA,POSTO IDEAL,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2002-03-06
16988607000161,MG,BELO HORIZONTE,MM TURISMO & VIAGENS S.A,MAXMILHAS,DEMAIS,Agências de viagens,2012-10-10
3474118000140,DF,BRASILIA,"MUNDO TOUR AGENCIA DE VIAGENS, TURISMO E EVENTOS LTDA",MUNDO TOUR AGENCIA DE VIAGENS E TURISMO,MICRO EMPRESA,Agências de viagens,1999-10-28
11013867000106,DF,BRASILIA,JM - TECNOLOGIA EM EVENTOS LTDA,JM TECNOLOGIA EM EVENTOS,MICRO EMPRESA,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",2009-07-24
9003696000184,BA,NOVA FATIMA,COMERCIAL DE COMBUSTIVEIS CUNHA CERQUEIRA EIRELI,POSTO ROMA,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2007-08-03
5643704000104,BA,SALVADOR,DEUSREI - COMBUSTIVEIS E LUBRIFICANTES LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2003-05-15
22848718000175,BA,NOVA FATIMA,IRMAOS CARNEIRO DERIVADOS DE PETROLEO LTDA,POSTO 4 RODAS,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2015-07-14
21112193000142,BA,SAO SEBASTIAO DO PASSE,LEC COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA,LEC COMERCIO DE COMBUSTIVEIS E SERVICOS,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-09-25
15151046000189,BA,FEIRA DE SANTANA,POSTO KALILANDIA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1986-09-21
6121267000113,BA,FEIRA DE SANTANA,POSTO TREVO DA NOIDE LTDA,POSTO TREVO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2004-02-11
37441887000163,BA,SALVADOR,POSTO 29 DE MARCO DERIVADOS DE PETROLEO LTDA,,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2020-06-17
10603039000157,BA,FEIRA DE SANTANA,POSTOS RENASCER LTDA.,REDE ATENDBEM,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2008-11-19
3241123000102,BA,SALVADOR,TORRES BARBOSA COMERCIO DE DERIVADOS DE PETROLEO LTDA,POSTO PACATUBA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-06-25
34530422000190,BA,SALVADOR,EDMARY DE SOUZA RODRIGUES DE JESUS 82139636520,Mary,MICRO EMPRESA,Serviços domésticos,2019-08-14
2925827000131,BA,SALVADOR,LARIMAR COMERCIO E SERVICOS LTDA,HAL FOTOSHOP,MICRO EMPRESA,Atividades de franqueadas do Correio Nacional,1998-12-29
4858785000270,BA,SALVADOR,ESTACAO DIGITAL SISTEMAS REPROGRAFICOS EIRELI,ESTACAO DIGITAL SISTEMAS REPROGRAFICOS LTDA,EMPRESA DE PEQUENO PORTE,Fotocópias,2014-04-25
344157000215,BA,ANDARAI,A M REVENDEDORA DE COMBUSTIVEIS LTDA,,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2015-03-18
28804162000100,BA,SALVADOR,APSJ SALVADOR COMERCIO DE COMBUSTIVEIS LTDA,POSTO SAO JORGE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2017-10-05
263811000185,BA,SALVADOR,AUTO POSTO CENTENARIO COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1994-10-25
7206616000162,BA,ITABERABA,BELAVISTA WEB HOTEL LTDA,BELLA VISTA HOTEL E PUBLICIDADE,MICRO EMPRESA,Hotéis,2005-02-10
96766340000105,BA,SALVADOR,C C S COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1993-06-03
10886523000130,BA,FEIRA DE SANTANA,J.J.L. DERIVADOS DE PETROLEO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2009-04-14
4524416000593,BA,FEIRA DE SANTANA,JMF - COMERCIO DE COMBUSTIVEIS LTDA,POSTO SAO GONCALO 9,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2016-08-17
4670324000198,BA,SALVADOR,M-55 COMERCIO DE COMBUSTIVEIS LTDA,M-55,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-09-10
8941119000170,BA,ITABERABA,MCMC COMBUSTIVEIS LTDA,NOVO POSTO ITABERABA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2007-05-31
6334832000473,BA,IBICOARA,M.E.D. COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,POSTO CASCAVEL 2,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2010-11-12
21088382000127,BA,SALVADOR,PITUBA DERIVADOS DE PETROLEO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-09-19
13803355000160,BA,AMELIA RODRIGUES,POSTO ANGICAL COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,POSTO SAO LUIZ,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-06-14
18338611000100,BA,CAMACARI,POSTO DE COMBUSTIVEIS JAUA LTDA,POSTO DUNAS DE JAUA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2013-06-19
42018952000506,BA,FEIRA DE SANTANA,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,POSTO PRIMAVERA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1997-10-20
13948765000108,BA,LAURO DE FREITAS,POSTO DE GASOLINA MUNIZ LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1975-08-06
6041306000687,BA,FEIRA DE SANTANA,RPMP COMERCIO DE COMBUSTIVEIS LTDA,POSTO CONTORNO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-03-06
15226699000503,BA,SALVADOR,SA NACIONAL DE VEICULOS LTDA,POSTO SANAVE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2006-07-26
14674451000119,BA,SALVADOR,ATA AEROTAXI ABAETE LTDA,,DEMAIS,Serviço de táxi aéreo e locação de aeronaves com tripulação,1979-02-19
30445400000171,BA,BARREIRAS,ALENCAR HOTEL LTDA,HOTEL ALENCAR,MICRO EMPRESA,Hotéis,2018-05-14
16496705000262,BA,AMELIA RODRIGUES,COMERCIAL DE COMBUSTIVEIS MARTINS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1998-07-17
5548976000117,BA,SALVADOR,D & B COMERCIAL LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2003-03-14
33669333000167,BA,RIBEIRA DO POMBAL,GIDELSON PEREIRA DE OLIVEIRA 31694381587,POUSADA POMBAL,MICRO EMPRESA,Outros alojamentos não especificados anteriormente,2019-05-20
1984610000130,BA,SALVADOR,ITAPOAN COMERCIO DE COMBUSTIVEIS LTDA,POSTO ALPHAVILLE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1997-07-04
22885915000164,BA,SIMOES FILHO,JAGUAR BR 324 DERIVADOS DE PETROLEO LTDA,AUTO POSTO JAGUAR BR 324,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2015-07-20
3381739000189,BA,CAMACARI,MEDITERRANEO COMERCIO DE DERIVADOS DE PETROLEO E TRANSPORTES LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-08-30
20459198000183,BA,SALVADOR,"MMF COMBUSTIVEIS, LUBRIFICANTES E SERVICOS LTDA",,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-06-12
22077084000102,BA,SALVADOR,POSTO BIKE LTDA,POSTO BIKE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2015-03-18
187214000542,BA,SALVADOR,POSTO DE COMBUSTIVEIS JAGUARIBE LTDA,POSTO PONTO ALTO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-09-30
42018952000697,BA,FEIRA DE SANTANA,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1998-07-08
15151046000774,BA,CAMACARI,POSTO KALILANDIA LTDA,POSTO BUSCA VIDA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2002-04-11
15151046001150,BA,FEIRA DE SANTANA,POSTO KALILANDIA LTDA,POSTO JOSE FALCAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2003-10-24
15151046002394,BA,LAURO DE FREITAS,POSTO KALILANDIA LTDA,POSTO VILAS,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-09-09
10233276000173,BA,SALVADOR,POSTO MARINA COMERCIO E SERVICOS DE COMBUSTIVEIS LTDA,POSTO MARINA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2008-05-20
4110265000365,BA,FEIRA DE SANTANA,TORRESCARNEIRO COMERCIO E DERIVADOS DE PETROLEO - EIRELI,POSTO RODOVIARIA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-06-11
2512414000478,BA,IBOTIRAMA,POSTO SEABRA LTDA,POSTO IBOTIRAMA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2002-07-16
15699102000114,BA,SALVADOR,POSTO SISSI LTDA,POSTO SISSI,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-06-13
14486153001762,BA,FEIRA DE SANTANA,TREVO DERIVADOS DE PETROLEO LTDA,POSTO TREVO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-03-05
14486153001339,BA,FEIRA DE SANTANA,TREVO DERIVADOS DE PETROLEO LTDA,POSTO TREVO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2007-07-30
1800111000145,BA,SIMOES FILHO,VALENTES TRANSPORTES EIRELI,POSTO ARENA,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,1997-04-24
14290646000165,BA,SALVADOR,ESPORTIVO COMERCIO DE COMBUSTIVEIS LTDA,POSTO ESPORTIVO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-09-12
4420464000108,BA,SALVADOR,ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-04-24
24129013000123,BA,SERRA PRETA,LUCIANO DE SOUSA LEITE EIRELI,POSTO CONTORNO DO BRAVO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2016-02-05
3876454000119,BA,EUCLIDES DA CUNHA,PETROCENTRAL COMBUSTIVEIS LTDA.,POSTO CENTRAL IV,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2000-06-05
24398523000104,BA,LAURO DE FREITAS,POSTO BOM SAMARITANO COMERCIO DE DERIVADOS DE PETROLEO LTDA,BOM SAMARITANO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2016-03-16
773321000129,BA,SERRINHA,SERRINHA PRODUTOS DE PETROLEO LTDA,POSTO SIDEL,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1995-07-26
62382000340,BA,SALVADOR,POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1997-07-21
1306964000125,BA,SALVADOR,SANTOS PEDREIRA COM DE COMBUSTIVEIS E SERVICOS LTDA,POSTOS NINA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1996-06-26
11322064000125,BA,FEIRA DE SANTANA,SOBRAL & FILHOS COMERCIO DE COMBUSTIVEIS LTDA,POSTO SAO GONCALO 1,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2009-11-04
15847874000660,BA,SALVADOR,SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-05-07
14201111000170,BA,FEIRA DE SANTANA,3 M - COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,POSTO TRES MARIAS,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-08-26
2907387000190,SP,SAO PAULO,ITAPEMIRIM TRANSPORTES AEREOS LTDA,ITA,DEMAIS,Transporte aéreo de passageiros regular,1998-11-27
6228566000151,BA,SALVADOR,ALELUIA COMERCIO DE COMBUSTIVEIS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2004-04-16
74015124000187,BA,IACU,CARLOS JOSE VAZ SAMPAIO,POSTO CASARAO,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,1994-01-06
11438442000130,BA,BOA VISTA DO TUPIM,CLM COMERCIO DE DERIVADOS DE PETROLEO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2009-11-26
8382460000133,BA,SERRINHA,DERIVADOS DE PETROLEO SERRINHENSE LTDA,POSTO SERRINHA,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2006-10-11
26195959000113,BA,JACOBINA,FLAVIO E MARIANO DERIVADOS DE PETROLEO LTDA,POSTO MOTINHA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2016-09-19
24950601000123,BA,TUCANO,HOTEL CALDAS DO JORRO PALACE LTDA,PALACE HOTEL,EMPRESA DE PEQUENO PORTE,Hotéis,2016-06-07
2818012000587,BA,SIMOES FILHO,HP COMERCIO E DERIVADOS DE PETROLEO LTDA,POSTO PON PON,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-07-16
15151046002475,BA,CAMACARI,POSTO KALILANDIA LTDA,POSTO INTERLAGOS,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-09-09
27348803000198,BA,ITIUBA,LAJE DO CEU COMERCIO E TRANSPORTES DE DERIVADOS DE PETROLEO EIRELI,POSTO LIDER,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2017-03-21
7243086000122,BA,GANDU,LEAL & SILVA LTDA,POSTO O CURUJAO LTDA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2005-02-16
43794391000176,BA,CANSANCAO,MAIANE SANTOS OLIVEIRA 07902458503,HOTEL VITORIA,MICRO EMPRESA,Outros alojamentos não especificados anteriormente,2021-10-06
33319571000142,BA,SANTO ESTEVAO,MF POUSADA EIRELI,LM HOTEL,MICRO EMPRESA,Hotéis,2019-04-10
16992179000140,BA,TUCANO,PATRICIA PAULA PEREIRA REIS,MAGMA HOTEL,MICRO EMPRESA,Hotéis,2012-10-11
5194936000114,BA,SALVADOR,POSTO JEQUITAIA LTDA,POSTO JEQUITAIA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2002-07-22
19495771000125,BA,IBIRAPITANGA,POSTO TAVARES ARAUJO COMERCIO DE PRODUTOS DE PETROLEO LTDA,POSTO TAVARES,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2014-01-09
16320541000137,BA,SALVADOR,SAO RAFAEL POSTOS DE SERVICOS LTDA,POSTO SAO RAFAEL,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1988-04-04
33859083000128,BA,CAMACARI,AUTO POSTO GUARAIUBA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1989-05-09
2717556000129,BA,RETIROLANDIA,AUTO POSTO RITIRO LTDA,,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,1998-09-04
7743612000113,BA,CAMACARI,COSTA DO ATLANTICO COMERCIO DE PRODUTOS DERIVADOS DO PETROLEO E TRANSPORTES EIRELI,POSTO COSTA DO ATLANTICO,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2005-12-06
96841580000119,BA,SALVADOR,FERREIRA COMBUSTIVEIS LTDA,POSTO CHAMINE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1993-08-25
4136094000262,BA,SIMOES FILHO,G.R.REVENDEDORA DE COMBUSTIVEIS E LUBRIFICANTES EIRELI,POSTO CIA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2017-10-30
13998257000126,BA,JUAZEIRO,NASCIMENTO E ALEXANDRE LTDA,POSTO JUAZEIRO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1994-10-20
11166265000342,BA,IBIRAPITANGA,NOVO RIO COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,NOVO RIO III,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2021-06-08
10220108000143,BA,ILHEUS,ONDA COMERCIO DE COMBUSTIVEIS LTDA,POSTO SINAL,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2008-07-08
34471377000140,BA,ITABELA,A7LU POSTO DE COMBUSTIVEL E DERIVADOS LTDA,POSTO SANTA BARBARA,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2019-08-08
29102319000100,BA,SALVADOR,POSTO JARDIM ARMACAO COMBUSTIVEIS LTDA.,POSTO JARDIM ARMACAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2017-11-20
42018952000182,BA,FEIRA DE SANTANA,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,POSTO EXCEDE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1992-08-19
10798151000190,BA,SANTALUZ,POSTO GARCA LTDA,POSTO PETRONILHO,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2009-03-30
4713419000141,BA,JUAZEIRO,POSTO RODOVIA EIRELI,POSTO JATOBA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-10-09
15151046002041,BA,SALVADOR,POSTO KALILANDIA LTDA,POSTO ALIANCA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-01-07
73413601000604,BA,LAURO DE FREITAS,RODRIGUES TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,POSTO MIRAGEM,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-04-11
10889188000124,BA,URUCUCA,POSTO SANTO ANTONIO LTDA,P SANTO ANTONIO,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2009-06-10
1016321000147,BA,SERRINHA,PSLL - COMERCIO DE DERIVADOS DE PETROLEO LTDA.,POSTO SHALON,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1996-01-24
12149827000140,BA,SALVADOR,POSTO TRANSICAO LTDA,POSTO TRANSICAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2010-06-30
22826453000104,BA,ITAMARAJU,P DE TARSO MACHADO DE CASTRO EIRELI,POUSADA VISTA DA PEDRA,MICRO EMPRESA,Hotéis,2015-07-10
22159186000169,BA,ANGUERA,SAO PEDRO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES EIRELI,POSTO SAO PEDRO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2015-03-30
31744119000100,BA,SIMOES FILHO,COMERCIO DE COMBUSTIVEIS QUERIDO LTDA,POSTO O MAIS QUERIDO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2018-10-11
9186976000175,BA,IRECE,IRECE DERIVADOS DE PETROLEO LTDA,POSTO TEXACO,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2007-09-27
30407533000153,BA,SALVADOR,POSTO DE COMBUSTIVEIS RODOVIARIA LTDA.,POSTO RODOVIARIA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2018-05-09
138957000107,BA,SALVADOR,POSTO DE GASOLINA FELICI LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1994-08-08
38276019000138,BA,SALVADOR,POSTO UNIVERSITARIO LTDA,POSTO UNIVERSITARIO,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2020-08-28
97430284000198,BA,CAMACARI,YANSA-COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA,POSTO YANSA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1994-04-15
3563689000231,SP,BARUERI,DECOLAR. COM LTDA.,,DEMAIS,Agências de viagens,1999-12-14
9769035000164,PE,RECIFE,COMPANHIA PERNAMBUCANA DE SANEAMENTO,COMPESA,DEMAIS,"Captação, tratamento e distribuição de água",1971-08-25
